Time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
0.7857500,0.0089663,0.0025297,0.0006633,0.0017847,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7858000,0.0075365,0.0034183,0.0002176,0.0031521,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7858500,0.0058759,0.0042299,0.0008324,0.0032873,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7859000,0.0045507,0.0047427,0.0014485,0.0016793,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7859500,0.0032582,0.0054913,0.0027300,0.0013536,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7860000,0.0013224,0.0051828,0.0022393,0.0012836,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7860500,-0.0004533,0.0037329,0.0013709,-0.0005212,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7861000,-0.0011304,0.0032956,0.0003632,-0.0004803,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7861500,-0.0018831,0.0018942,0.0001774,-0.0007007,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7862000,-0.0038847,0.0010867,0.0006861,-0.0013106,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7862500,-0.0048003,0.0002620,-0.0005607,-0.0006023,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7863000,-0.0085928,-0.0009128,-0.0006806,0.0002253,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7863500,-0.0096123,-0.0005136,-0.0015670,0.0010930,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7864000,-0.0100434,-0.0009973,-0.0009786,0.0029047,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7864500,-0.0105050,-0.0009634,-0.0009488,0.0014409,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7865000,-0.0094002,-0.0002024,-0.0016059,0.0023260,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7865500,-0.0054143,-0.0004685,-0.0008989,0.0003209,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7866000,-0.0034481,0.0003611,-0.0014298,0.0010161,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7866500,-0.0010798,-0.0006369,-0.0008726,0.0005780,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7867000,0.0009329,0.0003140,-0.0009405,-0.0018394,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7867500,0.0020404,0.0006598,-0.0011484,-0.0011124,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7868000,0.0025880,0.0004325,-0.0004914,-0.0023384,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7868500,0.0023260,0.0018075,-0.0008670,-0.0009772,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7869000,0.0017327,0.0016204,0.0002987,-0.0003098,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7869500,0.0012496,0.0013709,-0.0003902,-0.0009197,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7870000,0.0017382,0.0019531,-0.0008414,0.0004526,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7870500,0.0034869,0.0015435,-0.0011581,0.0003472,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7871000,0.0050761,0.0018103,-0.0019233,0.0004353,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7871500,0.0060062,0.0012274,0.0001095,0.0025041,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7872000,0.0074035,0.0012066,-0.0009260,0.0004304,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7872500,0.0097100,0.0007783,-0.0009842,-0.0008435,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7873000,0.0089331,0.0007111,0.0001927,-0.0005240,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7873500,0.0086032,-0.0006515,-0.0010022,-0.0024542,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7874000,0.0098195,0.0014555,0.0041973,0.0005503,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7874500,0.0099082,-0.0030689,0.0021090,-0.0008442,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7875000,0.0078401,0.0004845,0.0017777,-0.0034321,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7875500,0.0030877,-0.0017278,0.0012087,-0.0003597,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7876000,0.0020778,-0.0013564,-0.0008047,-0.0034945,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7876500,0.0016315,-0.0012455,0.0029276,-0.0013231,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7877000,-0.0000423,-0.0024292,-0.0015851,0.0001871,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7877500,-0.0016849,-0.0013855,-0.0032394,-0.0034896,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7878000,-0.0039131,-0.0000042,-0.0025810,0.0032783,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7878500,-0.0030780,-0.0004900,-0.0041439,0.0003160,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7879000,-0.0035763,0.0000804,0.0001532,0.0016461,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7879500,-0.0023856,-0.0000062,-0.0024583,0.0058718,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7880000,-0.0012635,0.0007804,-0.0045618,0.0015483,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7880500,0.0014769,0.0012877,-0.0030059,0.0071200,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7881000,0.0028132,0.0030606,-0.0033420,0.0033455,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7881500,0.0032013,0.0038182,-0.0001005,0.0017209,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7882000,0.0024923,0.0025880,-0.0003507,0.0058939,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7882500,0.0010528,0.0046214,-0.0002537,0.0030710,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7883000,0.0009121,0.0029996,0.0009072,0.0019212,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7883500,0.0001053,0.0026323,0.0006487,0.0001961,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7884000,-0.0007970,0.0029477,0.0034508,-0.0037087,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7884500,-0.0007631,0.0021167,0.0028527,0.0005974,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7885000,-0.0017514,0.0015518,0.0025076,-0.0000548,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7885500,-0.0008726,-0.0009564,0.0027765,-0.0001137,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7886000,-0.0013390,-0.0027799,0.0015019,0.0002246,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7886500,-0.0016412,-0.0011477,0.0021125,-0.0026898,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7887000,0.0005898,-0.0017653,0.0019053,0.0001462,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7887500,0.0013564,-0.0007936,0.0021735,0.0015171,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7888000,0.0009689,-0.0011969,0.0001095,0.0022282,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7888500,0.0010978,-0.0002086,-0.0001005,0.0034654,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7889000,0.0018796,-0.0000014,-0.0017992,0.0006113,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7889500,0.0036671,0.0019067,-0.0010167,0.0020474,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7890000,0.0030884,0.0037239,0.0007326,0.0044101,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7890500,0.0019656,0.0040746,-0.0008892,0.0015338,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7891000,0.0001483,0.0028382,0.0017389,0.0037953,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7891500,-0.0001151,0.0029726,0.0000534,0.0004380,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7892000,-0.0005870,0.0041605,0.0007277,0.0003341,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7892500,-0.0022740,0.0047850,0.0029865,0.0025491,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7893000,-0.0015456,0.0042590,0.0014749,0.0002779,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7893500,0.0000700,0.0039672,0.0026101,0.0029788,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7894000,0.0014381,0.0037627,-0.0001906,0.0021957,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7894500,0.0022546,0.0033226,0.0002412,0.0009467,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7895000,0.0041696,0.0030634,0.0013446,0.0034314,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7895500,0.0067741,0.0022553,-0.0015185,0.0011290,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7896000,0.0089656,0.0010583,0.0002696,0.0029352,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7896500,0.0115598,-0.0011630,-0.0011561,0.0024452,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7897000,0.0115404,-0.0016232,0.0013799,0.0004456,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7897500,0.0111031,-0.0003826,0.0043553,0.0016509,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7898000,0.0103809,0.0008636,0.0048640,-0.0009606,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7898500,0.0084063,0.0011429,0.0060041,0.0006875,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7899000,0.0071879,0.0024701,0.0014998,0.0000943,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7899500,0.0061337,0.0044246,0.0042389,-0.0018457,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7900000,0.0042992,0.0021063,0.0033025,-0.0008206,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7900500,0.0045057,0.0025505,0.0039492,-0.0005053,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7901000,0.0050241,0.0024556,0.0016987,0.0011443,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7901500,0.0037988,0.0029650,-0.0003230,0.0006993,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7902000,0.0053790,0.0032970,0.0033316,0.0000804,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7902500,0.0052071,0.0027799,-0.0002169,0.0021617,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7903000,0.0054372,0.0021901,0.0025672,0.0016364,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7903500,0.0048626,0.0028652,0.0009135,0.0042098,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7904000,0.0024181,0.0042742,0.0000388,0.0038126,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7904500,0.0003257,0.0052632,0.0010320,0.0028652,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7905000,-0.0026226,0.0051759,-0.0017445,0.0051295,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7905500,-0.0069176,0.0055626,0.0005621,0.0022802,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7906000,-0.0097350,0.0044163,-0.0007894,0.0036220,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7906500,-0.0119688,0.0037232,-0.0012954,0.0037419,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7907000,-0.0118703,0.0021686,0.0015754,0.0010237,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7907500,-0.0117054,-0.0006418,0.0001726,0.0020196,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7908000,-0.0102915,-0.0014208,0.0021880,-0.0014548,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7908500,-0.0102763,-0.0010514,0.0005877,-0.0000499,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7909000,-0.0091202,-0.0015123,0.0006889,0.0008109,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7909500,-0.0076072,-0.0017556,0.0047989,-0.0018755,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7910000,-0.0056514,-0.0020723,0.0018152,-0.0000291,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7910500,-0.0050498,-0.0010278,0.0021506,-0.0001185,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7911000,-0.0033129,0.0010784,0.0013265,0.0011276,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7911500,-0.0012947,0.0003611,0.0011110,0.0019670,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7912000,0.0000111,0.0030080,0.0033774,0.0008837,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7912500,0.0015899,0.0017937,0.0018464,0.0021596,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7913000,0.0042541,0.0017833,0.0013279,0.0015975,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7913500,0.0054635,0.0024272,0.0010812,0.0027716,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7914000,0.0072468,0.0027058,-0.0001906,0.0034779,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7914500,0.0092359,0.0032893,0.0008331,0.0024847,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7915000,0.0096677,0.0038334,0.0003174,0.0028153,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7915500,0.0121621,0.0031694,-0.0001740,0.0021153,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7916000,0.0124331,0.0039679,-0.0004519,0.0021936,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7916500,0.0124331,0.0034113,-0.0001144,0.0023863,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7917000,0.0123929,0.0031819,0.0020494,0.0009211,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7917500,0.0122557,0.0046526,0.0023800,0.0011366,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7918000,0.0131546,0.0041578,0.0025360,0.0002135,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7918500,0.0125710,0.0029546,0.0017784,0.0004006,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7919000,0.0114815,0.0021388,0.0017798,-0.0004172,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7919500,0.0100136,0.0011145,0.0030676,-0.0000118,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7920000,0.0087390,0.0009481,0.0042229,0.0004616,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7920500,0.0067097,-0.0004824,0.0007097,0.0010812,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7921000,0.0039658,-0.0000374,-0.0007208,0.0025651,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7921500,0.0015733,0.0015414,-0.0004276,0.0020349,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7922000,0.0006203,-0.0008158,-0.0003535,0.0009828,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7922500,-0.0017313,0.0017382,0.0014277,0.0022969,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7923000,-0.0021645,0.0013314,-0.0005295,0.0010819,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7923500,-0.0035673,0.0030385,0.0009481,0.0027314,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7924000,-0.0034079,0.0028416,-0.0006647,0.0033365,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7924500,-0.0030669,0.0023419,-0.0012240,0.0001726,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7925000,-0.0023544,0.0035118,0.0013785,0.0018228,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7925500,-0.0008192,0.0039526,0.0010375,0.0008372,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7926000,-0.0019974,0.0043844,0.0015047,0.0016876,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7926500,-0.0016329,0.0043012,0.0001719,0.0037586,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7927000,-0.0020855,0.0037489,-0.0010694,0.0012628,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7927500,-0.0022671,0.0036497,0.0000977,0.0014887,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7928000,-0.0026143,0.0033524,0.0002280,0.0011484,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7928500,-0.0026940,0.0032907,0.0007166,0.0005974,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7929000,-0.0028187,0.0033718,0.0002225,0.0027182,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7929500,-0.0028347,0.0023073,-0.0013986,0.0014950,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7930000,-0.0040247,0.0032443,-0.0001386,0.0008982,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7930500,-0.0056326,0.0027335,0.0012295,0.0013751,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7931000,-0.0061185,0.0032173,0.0023953,0.0001497,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7931500,-0.0056520,0.0026683,0.0022359,0.0017202,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7932000,-0.0053291,0.0025658,-0.0002093,0.0014867,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7932500,-0.0051191,0.0026510,0.0003673,-0.0005787,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7933000,-0.0030994,0.0016904,0.0010604,0.0012690,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7933500,-0.0024902,0.0018069,0.0022081,-0.0001712,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7934000,-0.0006993,0.0024057,0.0017646,0.0007097,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7934500,0.0000915,0.0013078,0.0000333,0.0019517,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7935000,0.0008906,0.0029241,-0.0003535,0.0006640,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7935500,0.0023454,0.0036491,0.0011145,0.0022705,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7936000,0.0027758,0.0036906,0.0019912,0.0009363,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7936500,0.0035298,0.0045008,0.0018741,0.0015199,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7937000,0.0038993,0.0044745,0.0012531,0.0030773,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7937500,0.0048259,0.0057179,0.0001497,0.0014208,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7938000,0.0060256,0.0054136,-0.0008227,0.0027571,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7938500,0.0068857,0.0051988,-0.0003181,0.0015178,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7939000,0.0077112,0.0048224,-0.0007631,0.0018491,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7939500,0.0085304,0.0046097,-0.0010923,0.0031521,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7940000,0.0094217,0.0044807,-0.0010147,0.0020855,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7940500,0.0114531,0.0030565,-0.0022435,0.0026039,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7941000,0.0123132,0.0031459,-0.0007056,0.0019136,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7941500,0.0129536,0.0025852,0.0001462,0.0011928,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7942000,0.0148395,0.0025027,0.0011096,0.0012274,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7942500,0.0145893,0.0017757,0.0020785,0.0005607,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7943000,0.0227357,-0.0034848,-0.0037780,-0.0003708,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7943500,0.0186424,0.0069162,0.0190222,-0.0011865,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7944000,0.0135365,-0.0027848,-0.0113519,-0.0012191,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7944500,0.0153981,0.0046124,0.0052216,-0.0011110,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7945000,0.0186396,0.0117858,0.0175681,-0.0009495,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7945500,0.0173699,0.0153274,0.0019184,-0.0008081,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7946000,0.0032907,-0.0008102,0.0189460,0.0007652,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7946500,0.0091445,0.0022906,-0.0183568,-0.0026642,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7947000,0.0063652,0.0055800,0.0006286,-0.0012157,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7947500,0.0018443,0.0023779,0.0166519,0.0067187,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7948000,-0.0031736,0.0004699,-0.0006217,-0.0029227,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7948500,-0.0039374,0.0046762,0.0088000,0.0086843,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7949000,-0.0092817,-0.0005649,-0.0191317,-0.0011519,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7949500,-0.0051967,0.0016267,-0.0047005,-0.0032602,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7950000,-0.0142649,0.0036283,0.0101293,0.0084341,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7950500,-0.0150550,0.0087681,-0.0007305,-0.0051780,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7951000,-0.0099900,-0.0002571,0.0069530,0.0080730,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7951500,-0.0145706,0.0023170,-0.0111218,0.0018027,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7952000,-0.0107905,0.0035305,0.0008178,-0.0066833,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7952500,-0.0113796,0.0015691,0.0059300,0.0018006,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7953000,-0.0152817,0.0043976,-0.0014465,-0.0075906,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7953500,-0.0069834,-0.0020744,0.0073626,-0.0025935,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7954000,-0.0078117,0.0042437,-0.0091736,0.0096137,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7954500,-0.0086974,-0.0055578,-0.0028340,-0.0091327,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7955000,-0.0047587,0.0037107,0.0042264,-0.0028555,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7955500,-0.0056770,-0.0008261,-0.0032013,-0.0089019,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7956000,-0.0044003,0.0037350,0.0052729,0.0002654,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7956500,-0.0016031,-0.0040677,-0.0074728,0.0116631,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7957000,-0.0003701,-0.0016086,-0.0059716,-0.0063569,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7957500,-0.0019136,0.0025221,0.0012281,0.0003292,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7958000,0.0067561,0.0055917,-0.0014527,-0.0051905,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7958500,0.0042063,-0.0023017,0.0047212,-0.0028257,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7959000,0.0075552,0.0052438,0.0002467,0.0058551,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7959500,0.0100663,-0.0038584,-0.0032235,-0.0027993,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7960000,0.0081818,0.0037516,0.0011117,-0.0076869,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7960500,0.0109042,0.0027099,-0.0003549,-0.0026621,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7961000,0.0142871,-0.0022927,-0.0013564,-0.0080439,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7961500,0.0109319,0.0088187,0.0019254,0.0058662,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7962000,0.0128517,-0.0041141,-0.0004512,-0.0006376,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7962500,0.0121191,0.0059161,-0.0041252,-0.0064227,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7963000,0.0104107,0.0039866,0.0007444,0.0003264,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7963500,0.0084652,0.0055952,-0.0012385,-0.0031542,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7964000,0.0057290,0.0028402,0.0013335,0.0045875,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7964500,0.0074471,0.0052840,-0.0000790,0.0026164,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7965000,0.0054358,0.0051350,-0.0069335,-0.0027411,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7965500,0.0083426,0.0039076,-0.0010618,0.0028749,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7966000,0.0047136,0.0004013,-0.0057442,-0.0060041,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7966500,0.0080494,0.0031487,0.0039096,0.0067152,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7967000,0.0059882,0.0026621,0.0004900,0.0038459,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7967500,0.0071754,-0.0013175,-0.0063105,-0.0079843,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7968000,0.0034349,0.0023267,0.0037904,0.0034779,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7968500,0.0055689,-0.0007624,-0.0004346,-0.0101446,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7969000,0.0023953,0.0025803,0.0050823,0.0017549,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7969500,-0.0001559,0.0003840,0.0045653,0.0010264,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7970000,-0.0001379,0.0033718,-0.0017549,-0.0085644,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7970500,-0.0039727,0.0028887,0.0023877,0.0023565,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7971000,-0.0040559,0.0021215,-0.0025069,-0.0056680,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7971500,-0.0040372,0.0027266,-0.0002467,0.0021118,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7972000,-0.0042915,0.0020605,0.0003646,0.0063673,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7972500,-0.0047095,0.0040600,-0.0043837,-0.0012351,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7973000,-0.0041813,0.0040372,-0.0037052,0.0072641,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7973500,-0.0054788,0.0038875,-0.0030412,0.0007076,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7974000,-0.0034813,0.0028700,-0.0027314,0.0034987,-0.0000000,-0.0000000,-0.0000000,-0.0000000
0.7974500,-0.0053533,0.0026094,-0.0011477,0.0067915,-0.0000000,-0.0000000,-0.0000000,-0.0000000
